Week Ending,Provider State,Newcases
08/29/21,NJ,80.0
08/29/21,NM,7.0
08/29/21,NV,24.0
08/29/21,NY,73.0
08/29/21,OH,151.0
08/29/21,OK,104.0
08/29/21,OR,46.0
08/29/21,PA,39.0
08/29/21,PR,0.0
08/29/21,RI,3.0
08/29/21,SC,34.0
08/29/21,SD,8.0
08/29/21,TN,91.0
08/29/21,TX,452.0
08/29/21,UT,22.0
08/29/21,VA,37.0
08/29/21,VT,1.0
08/29/21,WA,32.0
08/29/21,WI,18.0
08/29/21,WV,7.0
08/29/21,WY,2.0
09/05/21,AK,1.0
09/05/21,AL,56.0
09/05/21,AR,30.0
09/05/21,AZ,94.0
09/05/21,CA,346.0
09/05/21,CO,23.0
09/05/21,CT,85.0
09/05/21,DC,0.0
09/05/21,DE,5.0
09/05/21,FL,685.0
09/05/21,GA,92.0
09/05/21,GU,0.0
09/05/21,HI,1.0
09/05/21,IA,26.0
09/05/21,ID,7.0
09/05/21,IL,83.0
09/05/21,IN,54.0
09/05/21,KS,30.0
09/05/21,KY,84.0
09/05/21,LA,27.0
09/05/21,MA,93.0
09/05/21,MD,11.0
09/05/21,ME,1.0
09/05/21,MI,40.0
09/05/21,MN,17.0
09/05/21,MO,54.0
09/05/21,MS,24.0
09/05/21,MT,3.0
09/05/21,NC,108.0
09/05/21,ND,2.0
09/05/21,NE,4.0
09/05/21,NH,0.0
09/05/21,NJ,97.0
09/05/21,NM,12.0
09/05/21,NV,11.0
09/05/21,NY,70.0
09/05/21,OH,129.0
09/05/21,OK,65.0
09/05/21,OR,165.0
09/05/21,PA,76.0
09/05/21,PR,0.0
09/05/21,RI,0.0
09/05/21,SC,47.0
09/05/21,SD,9.0
09/05/21,TN,118.0
09/05/21,TX,532.0
09/05/21,UT,37.0
09/05/21,VA,47.0
09/05/21,VT,1.0
09/05/21,WA,9.0
09/05/21,WI,29.0
09/05/21,WV,12.0
09/05/21,WY,4.0
09/12/21,AK,1.0
09/12/21,AL,54.0
09/12/21,AR,26.0
09/12/21,AZ,67.0
09/12/21,CA,343.0
09/12/21,CO,35.0
09/12/21,CT,58.0
09/12/21,DC,0.0
09/12/21,DE,11.0
09/12/21,FL,530.0
09/12/21,GA,91.0
09/12/21,GU,0.0
09/12/21,HI,1.0
09/12/21,IA,18.0
09/12/21,ID,8.0
09/12/21,IL,99.0
09/12/21,IN,74.0
09/12/21,KS,34.0
09/12/21,KY,59.0
09/12/21,LA,31.0
09/12/21,MA,96.0
09/12/21,MD,7.0
09/12/21,ME,3.0
09/12/21,MI,47.0
09/12/21,MN,29.0
09/12/21,MO,31.0
09/12/21,MS,28.0
09/12/21,MT,18.0
09/12/21,NC,106.0
09/12/21,ND,0.0
09/12/21,NE,7.0
09/12/21,NH,1.0
09/12/21,NJ,95.0
09/12/21,NM,24.0
09/12/21,NV,19.0
09/12/21,NY,67.0
09/12/21,OH,173.0
09/12/21,OK,69.0
09/12/21,OR,83.0
09/12/21,PA,71.0
09/12/21,PR,0.0
09/12/21,RI,5.0
09/12/21,SC,51.0
09/12/21,SD,4.0
09/12/21,TN,104.0
09/12/21,TX,435.0
09/12/21,UT,26.0
09/12/21,VA,57.0
09/12/21,VT,2.0
09/12/21,WA,8.0
09/12/21,WI,27.0
09/12/21,WV,9.0
09/12/21,WY,1.0
09/19/21,AK,0.0
09/19/21,AL,39.0
09/19/21,AR,27.0
09/19/21,AZ,86.0
09/19/21,CA,302.0
09/19/21,CO,25.0
09/19/21,CT,46.0
09/19/21,DC,1.0
09/19/21,DE,0.0
09/19/21,FL,489.0
09/19/21,GA,84.0
09/19/21,GU,0.0
09/19/21,HI,2.0
09/19/21,IA,19.0
09/19/21,ID,6.0
09/19/21,IL,58.0
09/19/21,IN,90.0
09/19/21,KS,44.0
09/19/21,KY,69.0
09/19/21,LA,24.0
09/19/21,MA,106.0
09/19/21,MD,19.0
09/19/21,ME,1.0
09/19/21,MI,59.0
09/19/21,MN,21.0
09/19/21,MO,47.0
09/19/21,MS,17.0
09/19/21,MT,5.0
09/19/21,NC,113.0
09/19/21,ND,0.0
09/19/21,NE,21.0
09/19/21,NH,3.0
09/19/21,NJ,101.0
09/19/21,NM,21.0
09/19/21,NV,16.0
09/19/21,NY,63.0
09/19/21,OH,221.0
09/19/21,OK,62.0
09/19/21,OR,59.0
09/19/21,PA,77.0
09/19/21,PR,0.0
09/19/21,RI,5.0
09/19/21,SC,60.0
09/19/21,SD,1.0
09/19/21,TN,124.0
09/19/21,TX,422.0
09/19/21,UT,35.0
09/19/21,VA,63.0
09/19/21,VT,2.0
09/19/21,WA,20.0
09/19/21,WI,19.0
09/19/21,WV,15.0
09/19/21,WY,23.0
09/26/21,AK,0.0
09/26/21,AL,54.0
09/26/21,AR,29.0
09/26/21,AZ,93.0
09/26/21,CA,244.0
09/26/21,CO,22.0
09/26/21,CT,52.0
09/26/21,DC,0.0
09/26/21,DE,3.0
09/26/21,FL,403.0
09/26/21,GA,82.0
09/26/21,GU,0.0
09/26/21,HI,3.0
09/26/21,IA,22.0
09/26/21,ID,4.0
09/26/21,IL,71.0
09/26/21,IN,60.0
09/26/21,KS,41.0
09/26/21,KY,69.0
09/26/21,LA,21.0
09/26/21,MA,84.0
09/26/21,MD,15.0
09/26/21,ME,3.0
09/26/21,MI,57.0
09/26/21,MN,27.0
09/26/21,MO,32.0
09/26/21,MS,17.0
09/26/21,MT,8.0
09/26/21,NC,110.0
09/26/21,ND,2.0
09/26/21,NE,18.0
09/26/21,NH,5.0
09/26/21,NJ,126.0
09/26/21,NM,21.0
09/26/21,NV,26.0
09/26/21,NY,86.0
09/26/21,OH,241.0
09/26/21,OK,40.0
09/26/21,OR,61.0
09/26/21,PA,84.0
09/26/21,PR,0.0
09/26/21,RI,3.0
09/26/21,SC,69.0
09/26/21,SD,3.0
09/26/21,TN,95.0
09/26/21,TX,377.0
09/26/21,UT,30.0
09/26/21,VA,58.0
09/26/21,VT,1.0
09/26/21,WA,17.0
09/26/21,WI,22.0
09/26/21,WV,8.0
09/26/21,WY,8.0
10/03/21,AK,0.0
10/03/21,AL,58.0
10/03/21,AR,20.0
10/03/21,AZ,103.0
10/03/21,CA,253.0
10/03/21,CO,25.0
10/03/21,CT,31.0
10/03/21,DC,0.0
10/03/21,DE,1.0
10/03/21,FL,302.0
10/03/21,GA,51.0
10/03/21,GU,0.0
10/03/21,HI,0.0
10/03/21,IA,30.0
10/03/21,ID,4.0
10/03/21,IL,68.0
10/03/21,IN,75.0
10/03/21,KS,20.0
10/03/21,KY,66.0
10/03/21,LA,9.0
10/03/21,MA,94.0
10/03/21,MD,8.0
10/03/21,ME,6.0
10/03/21,MI,81.0
10/03/21,MN,25.0
10/03/21,MO,33.0
10/03/21,MS,8.0
10/03/21,MT,3.0
10/03/21,NC,98.0
10/03/21,ND,2.0
10/03/21,NE,18.0
10/03/21,NH,0.0
10/03/21,NJ,84.0
10/03/21,NM,18.0
10/03/21,NV,22.0
10/03/21,NY,61.0
10/03/21,OH,241.0
10/03/21,OK,52.0
10/03/21,OR,55.0
10/03/21,PA,87.0
10/03/21,PR,0.0
10/03/21,RI,10.0
10/03/21,SC,58.0
10/03/21,SD,6.0
10/03/21,TN,92.0
10/03/21,TX,322.0
10/03/21,UT,30.0
10/03/21,VA,65.0
10/03/21,VT,0.0
10/03/21,WA,35.0
10/03/21,WI,23.0
10/03/21,WV,9.0
10/03/21,WY,4.0
10/10/21,AK,1.0
10/10/21,AL,69.0
10/10/21,AR,21.0
10/10/21,AZ,77.0
10/10/21,CA,255.0
10/10/21,CO,29.0
10/10/21,CT,44.0
10/10/21,DC,0.0
10/10/21,DE,4.0
10/10/21,FL,215.0
10/10/21,GA,68.0
10/10/21,GU,0.0
10/10/21,HI,0.0
10/10/21,IA,20.0
10/10/21,ID,13.0
10/10/21,IL,89.0
10/10/21,IN,62.0
10/10/21,KS,21.0
10/10/21,KY,43.0
10/10/21,LA,13.0
10/10/21,MA,110.0
10/10/21,MD,18.0
10/10/21,ME,5.0
10/10/21,MI,67.0
10/10/21,MN,16.0
10/10/21,MO,29.0
10/10/21,MS,9.0
10/10/21,MT,8.0
10/10/21,NC,107.0
10/10/21,ND,1.0
10/10/21,NE,28.0
10/10/21,NH,3.0
10/10/21,NJ,95.0
10/10/21,NM,18.0
10/10/21,NV,16.0
10/10/21,NY,88.0
10/10/21,OH,213.0
10/10/21,OK,33.0
10/10/21,OR,42.0
10/10/21,PA,70.0
10/10/21,PR,0.0
10/10/21,RI,2.0
10/10/21,SC,40.0
10/10/21,SD,12.0
10/10/21,TN,69.0
10/10/21,TX,266.0
10/10/21,UT,23.0
10/10/21,VA,51.0
10/10/21,VT,1.0
10/10/21,WA,32.0
10/10/21,WI,19.0
10/10/21,WV,16.0
10/10/21,WY,8.0
10/17/21,AK,1.0
10/17/21,AL,36.0
10/17/21,AR,17.0
10/17/21,AZ,85.0
10/17/21,CA,246.0
10/17/21,CO,17.0
10/17/21,CT,59.0
10/17/21,DC,0.0
10/17/21,DE,1.0
10/17/21,FL,132.0
10/17/21,GA,49.0
10/17/21,GU,0.0
10/17/21,HI,1.0
10/17/21,IA,22.0
10/17/21,ID,11.0
10/17/21,IL,75.0
10/17/21,IN,32.0
10/17/21,KS,26.0
10/17/21,KY,39.0
10/17/21,LA,12.0
10/17/21,MA,77.0
10/17/21,MD,10.0
10/17/21,ME,0.0
10/17/21,MI,82.0
10/17/21,MN,15.0
10/17/21,MO,34.0
10/17/21,MS,8.0
10/17/21,MT,12.0
10/17/21,NC,104.0
10/17/21,ND,8.0
10/17/21,NE,14.0
10/17/21,NH,1.0
10/17/21,NJ,69.0
10/17/21,NM,19.0
10/17/21,NV,17.0
10/17/21,NY,75.0
10/17/21,OH,205.0
10/17/21,OK,35.0
10/17/21,OR,47.0
10/17/21,PA,264.0
10/17/21,PR,0.0
10/17/21,RI,1.0
10/17/21,SC,27.0
10/17/21,SD,7.0
10/17/21,TN,55.0
10/17/21,TX,166.0
10/17/21,UT,38.0
10/17/21,VA,47.0
10/17/21,VT,0.0
10/17/21,WA,25.0
10/17/21,WI,28.0
10/17/21,WV,3.0
10/17/21,WY,3.0
10/24/21,AK,0.0
10/24/21,AL,36.0
10/24/21,AR,12.0
10/24/21,AZ,90.0
10/24/21,CA,232.0
10/24/21,CO,29.0
10/24/21,CT,54.0
10/24/21,DC,0.0
10/24/21,DE,1.0
10/24/21,FL,98.0
10/24/21,GA,59.0
10/24/21,GU,0.0
10/24/21,HI,0.0
10/24/21,IA,15.0
10/24/21,ID,12.0
10/24/21,IL,79.0
10/24/21,IN,37.0
10/24/21,KS,21.0
10/24/21,KY,34.0
10/24/21,LA,11.0
10/24/21,MA,92.0
10/24/21,MD,8.0
10/24/21,ME,6.0
10/24/21,MI,77.0
10/24/21,MN,6.0
10/24/21,MO,22.0
10/24/21,MS,8.0
10/24/21,MT,7.0
10/24/21,NC,92.0
10/24/21,ND,3.0
10/24/21,NE,23.0
10/24/21,NH,2.0
10/24/21,NJ,77.0
10/24/21,NM,23.0
10/24/21,NV,19.0
10/24/21,NY,64.0
10/24/21,OH,218.0
10/24/21,OK,34.0
10/24/21,OR,71.0
10/24/21,PA,78.0
10/24/21,PR,0.0
10/24/21,RI,2.0
10/24/21,SC,42.0
10/24/21,SD,4.0
10/24/21,TN,46.0
10/24/21,TX,113.0
10/24/21,UT,46.0
10/24/21,VA,49.0
10/24/21,VT,1.0
10/24/21,WA,28.0
10/24/21,WI,26.0
10/24/21,WV,6.0
10/24/21,WY,4.0
10/31/21,AK,1.0
10/31/21,AL,31.0
10/31/21,AR,16.0
10/31/21,AZ,91.0
10/31/21,CA,246.0
10/31/21,CO,39.0
10/31/21,CT,40.0
10/31/21,DC,0.0
10/31/21,DE,0.0
10/31/21,FL,87.0
10/31/21,GA,27.0
10/31/21,GU,0.0
10/31/21,HI,0.0
10/31/21,IA,17.0
10/31/21,ID,12.0
10/31/21,IL,75.0
10/31/21,IN,38.0
10/31/21,KS,26.0
10/31/21,KY,50.0
10/31/21,LA,13.0
10/31/21,MA,97.0
10/31/21,MD,11.0
10/31/21,ME,21.0
10/31/21,MI,77.0
10/31/21,MN,80.0
10/31/21,MO,36.0
10/31/21,MS,10.0
10/31/21,MT,14.0
10/31/21,NC,78.0
10/31/21,ND,3.0
10/31/21,NE,25.0
10/31/21,NH,7.0
10/31/21,NJ,46.0
10/31/21,NM,20.0
10/31/21,NV,8.0
10/31/21,NY,47.0
10/31/21,OH,192.0
10/31/21,OK,21.0
10/31/21,OR,50.0
10/31/21,PA,102.0
10/31/21,PR,0.0
10/31/21,RI,3.0
10/31/21,SC,29.0
10/31/21,SD,6.0
10/31/21,TN,53.0
10/31/21,TX,109.0
10/31/21,UT,36.0
10/31/21,VA,42.0
10/31/21,VT,2.0
10/31/21,WA,26.0
10/31/21,WI,26.0
10/31/21,WV,5.0
10/31/21,WY,3.0
11/07/21,AK,3.0
11/07/21,AL,34.0
11/07/21,AR,30.0
11/07/21,AZ,101.0
11/07/21,CA,231.0
11/07/21,CO,34.0
11/07/21,CT,62.0
11/07/21,DC,0.0
11/07/21,DE,5.0
11/07/21,FL,60.0
11/07/21,GA,29.0
11/07/21,GU,0.0
11/07/21,HI,0.0
11/07/21,IA,31.0
11/07/21,ID,83.0
11/07/21,IL,140.0
11/07/21,IN,48.0
11/07/21,KS,22.0
11/07/21,KY,29.0
11/07/21,LA,9.0
11/07/21,MA,119.0
11/07/21,MD,8.0
11/07/21,ME,12.0
11/07/21,MI,103.0
11/07/21,MN,19.0
11/07/21,MO,34.0
11/07/21,MS,9.0
11/07/21,MT,4.0
11/07/21,NC,59.0
11/07/21,ND,11.0
11/07/21,NE,27.0
11/07/21,NH,3.0
11/07/21,NJ,81.0
11/07/21,NM,20.0
11/07/21,NV,4.0
11/07/21,NY,60.0
11/07/21,OH,152.0
11/07/21,OK,23.0
11/07/21,OR,34.0
11/07/21,PA,102.0
11/07/21,PR,0.0
11/07/21,RI,0.0
11/07/21,SC,18.0
11/07/21,SD,6.0
11/07/21,TN,35.0
11/07/21,TX,107.0
11/07/21,UT,44.0
11/07/21,VA,39.0
11/07/21,VT,1.0
11/07/21,WA,29.0
11/07/21,WI,23.0
11/07/21,WV,6.0
11/07/21,WY,3.0
11/14/21,AK,2.0
11/14/21,AL,19.0
11/14/21,AR,11.0
11/14/21,AZ,95.0
11/14/21,CA,213.0
11/14/21,CO,40.0
11/14/21,CT,48.0
11/14/21,DC,0.0
11/14/21,DE,10.0
11/14/21,FL,57.0
11/14/21,GA,60.0
11/14/21,GU,0.0
11/14/21,HI,0.0
11/14/21,IA,34.0
11/14/21,ID,7.0
11/14/21,IL,70.0
11/14/21,IN,39.0
11/14/21,KS,14.0
11/14/21,KY,44.0
11/14/21,LA,9.0
11/14/21,MA,96.0
11/14/21,MD,9.0
11/14/21,ME,15.0
11/14/21,MI,134.0
11/14/21,MN,22.0
11/14/21,MO,35.0
11/14/21,MS,5.0
11/14/21,MT,11.0
11/14/21,NC,45.0
11/14/21,ND,3.0
11/14/21,NE,21.0
11/14/21,NH,5.0
11/14/21,NJ,76.0
11/14/21,NM,32.0
11/14/21,NV,9.0
11/14/21,NY,43.0
11/14/21,OH,185.0
11/14/21,OK,40.0
11/14/21,OR,39.0
11/14/21,PA,89.0
11/14/21,PR,0.0
11/14/21,RI,4.0
11/14/21,SC,17.0
11/14/21,SD,6.0
11/14/21,TN,58.0
11/14/21,TX,70.0
11/14/21,UT,29.0
11/14/21,VA,21.0
11/14/21,VT,0.0
11/14/21,WA,44.0
11/14/21,WI,21.0
11/14/21,WV,11.0
11/14/21,WY,6.0
11/21/21,AK,3.0
11/21/21,AL,17.0
11/21/21,AR,11.0
11/21/21,AZ,100.0
11/21/21,CA,151.0
11/21/21,CO,45.0
11/21/21,CT,63.0
11/21/21,DC,0.0
11/21/21,DE,6.0
11/21/21,FL,58.0
11/21/21,GA,51.0
11/21/21,GU,0.0
11/21/21,HI,0.0
11/21/21,IA,32.0
11/21/21,ID,8.0
11/21/21,IL,51.0
11/21/21,IN,37.0
11/21/21,KS,21.0
11/21/21,KY,40.0
11/21/21,LA,5.0
11/21/21,MA,99.0
11/21/21,MD,8.0
11/21/21,ME,16.0
11/21/21,MI,153.0
11/21/21,MN,19.0
11/21/21,MO,29.0
11/21/21,MS,9.0
11/21/21,MT,11.0
11/21/21,NC,40.0
11/21/21,ND,1.0
11/21/21,NE,22.0
11/21/21,NH,3.0
11/21/21,NJ,83.0
11/21/21,NM,33.0
11/21/21,NV,15.0
11/21/21,NY,59.0
11/21/21,OH,209.0
11/21/21,OK,24.0
11/21/21,OR,53.0
11/21/21,PA,86.0
11/21/21,PR,0.0
11/21/21,RI,1.0
11/21/21,SC,20.0
11/21/21,SD,5.0
11/21/21,TN,41.0
11/21/21,TX,93.0
11/21/21,UT,30.0
11/21/21,VA,40.0
11/21/21,VT,2.0
11/21/21,WA,68.0
11/21/21,WI,24.0
11/21/21,WV,13.0
11/21/21,WY,4.0
11/28/21,AK,0.0
11/28/21,AL,28.0
11/28/21,AR,12.0
11/28/21,AZ,141.0
11/28/21,CA,171.0
11/28/21,CO,42.0
11/28/21,CT,70.0
11/28/21,DC,0.0
11/28/21,DE,5.0
11/28/21,FL,40.0
11/28/21,GA,57.0
11/28/21,GU,0.0
11/28/21,HI,0.0
11/28/21,IA,20.0
11/28/21,ID,6.0
11/28/21,IL,82.0
11/28/21,IN,50.0
11/28/21,KS,29.0
11/28/21,KY,37.0
11/28/21,LA,15.0
11/28/21,MA,117.0
11/28/21,MD,3.0
11/28/21,ME,9.0
11/28/21,MI,96.0
11/28/21,MN,18.0
11/28/21,MO,25.0
11/28/21,MS,5.0
11/28/21,MT,6.0
11/28/21,NC,55.0
11/28/21,ND,1.0
11/28/21,NE,24.0
11/28/21,NH,2.0
11/28/21,NJ,56.0
11/28/21,NM,20.0
11/28/21,NV,12.0
11/28/21,NY,48.0
11/28/21,OH,203.0
11/28/21,OK,33.0
11/28/21,OR,71.0
11/28/21,PA,97.0
11/28/21,PR,0.0
11/28/21,RI,17.0
11/28/21,SC,16.0
11/28/21,SD,6.0
11/28/21,TN,33.0
11/28/21,TX,43.0
11/28/21,UT,36.0
11/28/21,VA,27.0
11/28/21,VT,0.0
11/28/21,WA,52.0
11/28/21,WI,20.0
11/28/21,WV,5.0
11/28/21,WY,1.0
12/05/21,AK,3.0
12/05/21,AL,18.0
12/05/21,AR,19.0
12/05/21,AZ,107.0
12/05/21,CA,217.0
12/05/21,CO,69.0
12/05/21,CT,59.0
12/05/21,DC,0.0
12/05/21,DE,0.0
12/05/21,FL,41.0
12/05/21,GA,25.0
12/05/21,GU,0.0
12/05/21,HI,0.0
12/05/21,IA,28.0
12/05/21,ID,9.0
12/05/21,IL,113.0
12/05/21,IN,49.0
12/05/21,KS,22.0
12/05/21,KY,35.0
12/05/21,LA,6.0
12/05/21,MA,118.0
12/05/21,MD,8.0
12/05/21,ME,5.0
12/05/21,MI,108.0
12/05/21,MN,21.0
12/05/21,MO,37.0
12/05/21,MS,8.0
12/05/21,MT,12.0
12/05/21,NC,47.0
12/05/21,ND,3.0
12/05/21,NE,22.0
12/05/21,NH,4.0
12/05/21,NJ,96.0
12/05/21,NM,40.0
12/05/21,NV,9.0
12/05/21,NY,90.0
12/05/21,OH,246.0
12/05/21,OK,43.0
12/05/21,OR,50.0
12/05/21,PA,105.0
12/05/21,PR,0.0
12/05/21,RI,3.0
12/05/21,SC,20.0
12/05/21,SD,13.0
12/05/21,TN,38.0
12/05/21,TX,69.0
12/05/21,UT,38.0
12/05/21,VA,28.0
12/05/21,VT,0.0
12/05/21,WA,52.0
12/05/21,WI,14.0
12/05/21,WV,7.0
12/05/21,WY,0.0
12/12/21,AK,2.0
12/12/21,AL,12.0
12/12/21,AR,17.0
12/12/21,AZ,135.0
12/12/21,CA,196.0
12/12/21,CO,47.0
12/12/21,CT,48.0
12/12/21,DC,0.0
12/12/21,DE,10.0
12/12/21,FL,48.0
12/12/21,GA,51.0
12/12/21,GU,0.0
12/12/21,HI,0.0
12/12/21,IA,32.0
12/12/21,ID,0.0
12/12/21,IL,117.0
12/12/21,IN,44.0
12/12/21,KS,43.0
12/12/21,KY,49.0
12/12/21,LA,8.0
12/12/21,MA,132.0
12/12/21,MD,11.0
12/12/21,ME,5.0
12/12/21,MI,144.0
12/12/21,MN,21.0
12/12/21,MO,68.0
12/12/21,MS,5.0
12/12/21,MT,16.0
12/12/21,NC,72.0
12/12/21,ND,3.0
12/12/21,NE,33.0
12/12/21,NH,6.0
12/12/21,NJ,134.0
12/12/21,NM,33.0
12/12/21,NV,11.0
12/12/21,NY,103.0
12/12/21,OH,267.0
12/12/21,OK,37.0
12/12/21,OR,44.0
12/12/21,PA,148.0
12/12/21,PR,0.0
12/12/21,RI,3.0
12/12/21,SC,13.0
12/12/21,SD,8.0
12/12/21,TN,41.0
12/12/21,TX,84.0
12/12/21,UT,49.0
12/12/21,VA,43.0
12/12/21,VT,6.0
12/12/21,WA,47.0
12/12/21,WI,27.0
12/12/21,WV,12.0
12/12/21,WY,0.0
12/19/21,AK,1.0
12/19/21,AL,12.0
12/19/21,AR,20.0
12/19/21,AZ,114.0
12/19/21,CA,211.0
12/19/21,CO,31.0
12/19/21,CT,62.0
12/19/21,DC,0.0
12/19/21,DE,10.0
12/19/21,FL,33.0
12/19/21,GA,43.0
12/19/21,GU,0.0
12/19/21,HI,0.0
12/19/21,IA,25.0
12/19/21,ID,12.0
12/19/21,IL,159.0
12/19/21,IN,93.0
12/19/21,KS,26.0
12/19/21,KY,59.0
12/19/21,LA,7.0
12/19/21,MA,143.0
12/19/21,MD,21.0
12/19/21,ME,8.0
12/19/21,MI,120.0
12/19/21,MN,33.0
12/19/21,MO,47.0
12/19/21,MS,4.0
12/19/21,MT,6.0
12/19/21,NC,62.0
12/19/21,ND,0.0
12/19/21,NE,26.0
12/19/21,NH,9.0
12/19/21,NJ,146.0
12/19/21,NM,29.0
12/19/21,NV,10.0
12/19/21,NY,112.0
12/19/21,OH,288.0
12/19/21,OK,42.0
12/19/21,OR,42.0
12/19/21,PA,151.0
12/19/21,PR,0.0
12/19/21,RI,4.0
12/19/21,SC,13.0
12/19/21,SD,3.0
12/19/21,TN,53.0
12/19/21,TX,74.0
12/19/21,UT,27.0
12/19/21,VA,55.0
12/19/21,VT,1.0
12/19/21,WA,43.0
12/19/21,WI,35.0
12/19/21,WV,6.0
12/19/21,WY,1.0
12/26/21,AK,2.0
12/26/21,AL,20.0
12/26/21,AR,19.0
12/26/21,AZ,111.0
12/26/21,CA,172.0
12/26/21,CO,28.0
12/26/21,CT,69.0
12/26/21,DC,0.0
12/26/21,DE,1.0
12/26/21,FL,82.0
12/26/21,GA,35.0
12/26/21,GU,0.0
12/26/21,HI,0.0
12/26/21,IA,23.0
12/26/21,ID,11.0
12/26/21,IL,191.0
12/26/21,IN,80.0
12/26/21,KS,24.0
12/26/21,KY,48.0
12/26/21,LA,9.0
12/26/21,MA,175.0
12/26/21,MD,18.0
12/26/21,ME,6.0
12/26/21,MI,107.0
12/26/21,MN,23.0
12/26/21,MO,37.0
12/26/21,MS,6.0
12/26/21,MT,4.0
12/26/21,NC,53.0
12/26/21,ND,1.0
12/26/21,NE,18.0
12/26/21,NH,8.0
12/26/21,NJ,227.0
12/26/21,NM,33.0
12/26/21,NV,6.0
12/26/21,NY,123.0
12/26/21,OH,289.0
12/26/21,OK,30.0
12/26/21,OR,52.0
12/26/21,PA,153.0
12/26/21,PR,0.0
12/26/21,RI,2.0
12/26/21,SC,21.0
12/26/21,SD,4.0
12/26/21,TN,95.0
12/26/21,TX,148.0
12/26/21,UT,22.0
12/26/21,VA,61.0
12/26/21,VT,1.0
12/26/21,WA,33.0
12/26/21,WI,33.0
12/26/21,WV,9.0
12/26/21,WY,1.0
